meanfreq,IQR,sfm,mode,meanfun,minfun,maxfun,meandom,mindom,maxdom,label
0.172242859,0.075932203,0.342791543,0.189533898,0.094400516,0.022284123,0.210526316,0.241365132,0.0078125,0.828125,male
0.169736247,0.101835106,0.336294751,0,0.125937251,0.01843318,0.275862069,0.140625,0.0078125,0.5546875,male
0.16879083,0.085845909,0.369568127,0,0.104965046,0.023357664,0.205128205,0.240149457,0.0078125,0.6953125,male
0.169100156,0.09340176,0.333114349,0,0.102248106,0.017094017,0.213333333,0.221235795,0.0078125,0.6953125,male
0.165101812,0.101034103,0.359122067,0.119823982,0.085566878,0.016243655,0.242424242,0.06875,0.0078125,0.296875,male
0.169299933,0.103760218,0.279631783,0.118256131,0.102431715,0.020997375,0.275862069,0.206414474,0.0078125,1.1953125,male
0.161798948,0.117438017,0.701337319,0.228705234,0.098397466,0.020278834,0.202531646,0.404903017,0.0078125,3.2265625,male
0.141996009,0.120036563,0.78358825,0.087531993,0.095639679,0.017837235,0.183908046,0.312872024,0.0078125,0.6484375,male
0.151755275,0.107369792,0.661866724,0.189401042,0.098608875,0.016949153,0.275862069,0.184895833,0.0078125,0.671875,male
0.155791036,0.114201474,0.779599755,0.107321867,0.118590378,0.033333333,0.275862069,0.424715909,0.0078125,3.0625,male
0.132078768,0.147541436,0.776759484,0.195883978,0.110245385,0.038834951,0.219178082,0.498934659,0.0234375,5.234375,male
0.156413666,0.124238411,0.755511823,0.124701987,0.116346471,0.021947874,0.192771084,0.21640625,0.0078125,0.625,male
0.134505932,0.16398682,0.768141347,0.02306425,0.10678625,0.039215686,0.235294118,0.258184524,0.03125,0.640625,male
0.16941184,0.126348548,0.704162959,0.260248963,0.111483972,0.027874564,0.168421053,0.25625,0.03125,0.7734375,male
0.155245844,0.113581921,0.705631792,0.215141243,0.099438447,0.019393939,0.197530864,0.333079268,0.015625,5.3671875,male
0.149886883,0.110967742,0.753901263,0.28,0.114710122,0.015888779,0.25,0.2578125,0.0390625,0.7109375,male
0.159722449,0.128200972,0.729219164,0.27273906,0.103969451,0.029143898,0.271186441,0.595880682,0.03125,5.421875,male
0.157421446,0.126526123,0.762333874,0.118056829,0.120527406,0.017429194,0.168421053,0.444602273,0.0078125,3.4453125,male
0.170624946,0.114661792,0.717781207,0.231115174,0.123096334,0.066115702,0.275862069,0.818256579,0.0078125,5.0625,male
0.11384848,0.14547787,0.715838487,0.109018602,0.111043177,0.019393939,0.258064516,0.444824219,0.0078125,4.125,male
0.167498444,0.117403216,0.673121636,0.228636093,0.104260377,0.015794669,0.225352113,0.402455357,0.0078125,6.0078125,male
0.165146872,0.115968504,0.677621878,0.12192126,0.110622698,0.032258065,0.266666667,0.24453125,0.0078125,0.5234375,male
0.146445288,0.125621622,0.745048341,0.27772973,0.112855417,0.022566996,0.25,0.355282738,0.015625,3.84375,male
0.169186048,0.106834382,0.600748275,0.191069182,0.114003963,0.026533997,0.210526316,0.411764706,0.109375,2.109375,male
0.136065631,0.154241245,0.831346867,0.242801556,0.099249586,0.020592021,0.166666667,0.440272177,0.015625,3.9453125,male
0.157534008,0.121870504,0.688634459,0.234340528,0.095537202,0.038186158,0.197530864,0.490885417,0.03125,3.0703125,male
0.156780763,0.111008468,0.721719878,0.109499615,0.09338787,0.018691589,0.253968254,0.339988426,0.0078125,3.265625,male
0.159333403,0.127321258,0.720682103,0.271458532,0.109994169,0.025316456,0.266666667,0.260850694,0.03125,0.640625,male
0.164565495,0.101727516,0.700490779,0.242101514,0.119315238,0.033755274,0.262295082,0.194957386,0.0078125,0.6953125,male
0.146240822,0.138265014,0.744772749,0.237025739,0.100752018,0.030360531,0.253968254,0.657226563,0.0078125,6.171875,male
0.138546156,0.132956752,0.778516907,0.103053839,0.107425402,0.028725314,0.228571429,0.176432292,0.0078125,0.703125,male
0.1414194,0.124685803,0.748328142,0.104049651,0.107724728,0.020806242,0.213333333,0.412860577,0.0078125,2.9921875,male
0.135681636,0.116969093,0.76628791,0.148793619,0.108887413,0.037914692,0.231884058,0.280838816,0.0234375,0.6875,male
0.161037848,0.115894826,0.746184314,0.215402884,0.103929969,0.018583043,0.271186441,0.388764881,0.0078125,3.0390625,male
0.11244771,0.15257485,0.772289112,0.018443114,0.120958777,0.017204301,0.253968254,0.977864583,0.0078125,5.328125,male
0.155223573,0.111762208,0.675391336,0.10343949,0.093939382,0.029357798,0.210526316,0.1975,0.0078125,0.546875,male
0.16241055,0.101065089,0.363008059,0,0.101049942,0.015701668,0.262295082,0.11328125,0.0078125,0.65625,male
0.124929626,0.143275472,0.826099138,0.102913208,0.124463212,0.015936255,0.258064516,0.6484375,0.0078125,4.6484375,male
0.141964824,0.138167539,0.813087595,0.126073298,0.103186991,0.016580311,0.231884058,0.691002155,0.0078125,4.890625,male
0.176505734,0.131113772,0.625043088,0.109317365,0.12295792,0.060606061,0.275862069,0.454769737,0.0078125,3.09375,male
0.160625873,0.106086957,0.622826359,0.106666667,0.104068101,0.017429194,0.202531646,0.421519886,0.0078125,4.3984375,male
0.156032242,0.123482506,0.716881984,0.124393816,0.111527994,0.017857143,0.25,0.656828704,0.0078125,5.0546875,male
0.074675083,0.114191121,0.601207082,0.01116629,0.178502971,0.053872054,0.275862069,0.588216146,0.0078125,2.75,male
0.152846475,0.084208119,0.714829575,0.200914808,0.179050678,0.016701461,0.271186441,0.801930147,0.0078125,6.1015625,male
0.151462714,0.092141119,0.594162661,0.18513382,0.17776974,0.01836969,0.262295082,1.411458333,0.0078125,6.125,male
0.138446489,0.116221837,0.675555848,0,0.124298152,0.016145308,0.266666667,0.104256466,0.0078125,0.5234375,male
0.157952768,0.121182078,0.593443997,0.232755005,0.104608079,0.016580311,0.258064516,0.250269397,0.0078125,2.1484375,male
0.097986194,0.134567733,0.748812704,0.007243022,0.104385643,0.017563117,0.258064516,0.289641204,0.0078125,0.6875,male
0.141078076,0.155784314,0.729774479,0,0.110159204,0.022099448,0.266666667,0.438100962,0.0078125,3.8828125,male
0.146505988,0.119428118,0.708361137,0,0.120496281,0.024615385,0.258064516,0.350883152,0.0078125,4.1171875,male
0.158623392,0.111525424,0.657429942,0,0.103740105,0.015655577,0.271186441,0.1953125,0.0078125,0.5625,male
0.159791678,0.110635593,0.667946071,0,0.111993691,0.02,0.164948454,0.380859375,0.0078125,3.7734375,male
0.113668887,0.167660312,0.715288972,0,0.11449409,0.023391813,0.262295082,0.215820313,0.0078125,0.9296875,male
0.15117135,0.115571848,0.671322319,0,0.113307281,0.024806202,0.213333333,0.297619048,0.0078125,0.796875,male
0.16133255,0.121013072,0.678299138,0,0.124321809,0.021361816,0.253968254,0.500651042,0.0078125,4.7109375,male
0.127479757,0.091554252,0.598872747,0.10058651,0.07173922,0.015920398,0.262295082,0.151726974,0.015625,0.6796875,male
0.155192655,0.109974769,0.556836342,0.110445753,0.101183134,0.017718715,0.262295082,0.481770833,0.0078125,2.5859375,male
0.146755192,0.100471766,0.552073178,0.09807005,0.095700064,0.016161616,0.262295082,0.578125,0.0078125,5.3125,male
0.155219091,0.114505904,0.631025569,0.108241144,0.101875593,0.016701461,0.271186441,0.427283654,0.0078125,2.3203125,male
0.165368523,0.071489362,0.21301275,0.193803191,0.115972115,0.030592734,0.23880597,0.558919271,0.0078125,3.5390625,male
0.174185612,0.097367021,0.249337398,0.12268617,0.125267616,0.024316109,0.271186441,0.89765625,0.0078125,5.3984375,male
0.171727314,0.083451562,0.213391433,0.135775543,0.120800724,0.016649324,0.271186441,0.650505515,0.0078125,6.9609375,male
0.176459314,0.089588766,0.205177135,0.125677031,0.114118692,0.016563147,0.228571429,0.519314236,0.1015625,5.390625,male
0.177694879,0.090614887,0.234360075,0.120064725,0.115067414,0.019753086,0.246153846,0.944196429,0.1015625,5.296875,male
0.176352183,0.088210406,0.229564026,0.198993711,0.117233398,0.01793722,0.25,0.688519022,0.0078125,5.6796875,male
0.156120752,0.099154539,0.389774877,0.094497574,0.099670888,0.04048583,0.256410256,0.596976902,0.102539063,0.791015625,male
0.152185584,0.105711961,0.424896475,0.089991863,0.097133069,0.03875969,0.263157895,0.511067708,0.092773438,0.751953125,male
0.152266537,0.100265833,0.398488488,0.093917123,0.095382198,0.040816327,0.163934426,0.560191761,0.09765625,0.844726563,male
0.149790787,0.099641694,0.416029644,0.093485342,0.102147018,0.06993007,0.25,0.466889881,0.004882813,0.844726563,male
0.155785368,0.098383562,0.421649817,0.094739726,0.099035819,0.048780488,0.227272727,0.609421503,0.09765625,2.749023438,male
0.156147038,0.105727003,0.489013329,0.103857567,0.110410356,0.01953125,0.23255814,0.830502717,0.004882813,3.803710938,male
0.149948362,0.098033573,0.418336326,0.09490008,0.094895148,0.050505051,0.12987013,0.313895089,0.09765625,0.756835938,male
0.159003324,0.105259687,0.438488346,0.094872218,0.100360095,0.089285714,0.142857143,0.572916667,0.092773438,3.41796875,male
0.159321346,0.099654179,0.315548268,0.098847262,0.100271313,0.039840637,0.27027027,0.480143229,0.09765625,0.83984375,male
0.156240402,0.098720749,0.37750099,0.091950078,0.098262724,0.042735043,0.217391304,0.425914418,0.029296875,0.791015625,male
0.150051976,0.098033573,0.358090995,0.097809752,0.096564298,0.020618557,0.212765957,0.305059524,0.09765625,0.76171875,male
0.150672157,0.101047463,0.401103012,0.101276596,0.097339319,0.023640662,0.212765957,0.343889509,0.09765625,0.80078125,male
0.151921813,0.099896373,0.403200384,0.098031088,0.109455888,0.073529412,0.277777778,0.400878906,0.09765625,0.825195313,male
0.153062675,0.103110395,0.424030738,0.098597905,0.109356248,0.036231884,0.27027027,0.561988467,0.102539063,0.810546875,male
0.150139716,0.097967417,0.412892569,0.095360745,0.099490031,0.022321429,0.217391304,0.543767756,0.004882813,0.859375,male
0.155867356,0.106125212,0.41899882,0.105177665,0.10214847,0.038910506,0.128205128,0.470947266,0.09765625,0.844726563,male
0.15513013,0.098227474,0.416013828,0.093471196,0.096315741,0.040322581,0.27027027,0.469415838,0.087890625,0.795898438,male
0.153817457,0.100208333,0.445363094,0.099583333,0.105999073,0.089285714,0.263157895,0.520600818,0.092773438,0.80078125,male
0.153715933,0.100645161,0.390979855,0.100430108,0.096178161,0.034602076,0.144927536,0.438787287,0.004882813,0.815429688,male
0.153085133,0.097212714,0.409349008,0.090138549,0.092267547,0.046511628,0.185185185,0.313895089,0.092773438,0.80078125,male
0.157644191,0.100597637,0.42084628,0.095343989,0.097985071,0.0243309,0.25,0.420735677,0.004882813,0.805664063,male
0.155181094,0.108084487,0.411581729,0.087487254,0.079302139,0.011160714,0.113636364,0.337338655,0.004882813,0.756835938,male
0.153942991,0.10179828,0.422900722,0.099827991,0.096414969,0.049019608,0.153846154,0.389071378,0.09765625,0.805664063,male
0.153964545,0.100961538,0.408400323,0.100064103,0.095803342,0.028248588,0.208333333,0.432477679,0.09765625,0.825195313,male
0.157915103,0.100254682,0.424735503,0.096479401,0.094727556,0.024630542,0.2,0.348378057,0.09765625,0.78125,male
0.162173227,0.11324547,0.394809005,0.091795717,0.093961141,0.013679891,0.112359551,0.367838542,0.087890625,0.756835938,male
0.156166413,0.098588589,0.391122109,0.093963964,0.095125004,0.039525692,0.178571429,0.364435369,0.004882813,0.849609375,male
0.162064967,0.110605809,0.421143906,0.106190871,0.095149206,0.050761421,0.125,0.270414807,0.092773438,0.844726563,male
0.152736966,0.096661912,0.411598225,0.094265335,0.090785598,0.037174721,0.138888889,0.463018003,0.092773438,0.942382813,male
0.154292082,0.101511254,0.426589787,0.101511254,0.098489998,0.04587156,0.105263158,0.525483631,0.09765625,1.040039063,male
0.156767005,0.102176977,0.395987359,0.104369616,0.103780966,0.049019608,0.181818182,0.57686942,0.102539063,0.927734375,male
0.154152442,0.102073579,0.409560881,0.091304348,0.095919269,0.020790021,0.138888889,0.422119141,0.09765625,1.088867188,male
0.149878324,0.10159292,0.44782123,0.09539823,0.099987225,0.053763441,0.27027027,0.40399966,0.087890625,0.786132813,male
0.150108823,0.103123028,0.439216143,0.094290221,0.100916782,0.017035775,0.212765957,0.557528409,0.09765625,0.766601563,male
0.149456887,0.098732171,0.39665771,0.097844691,0.10181972,0.090909091,0.217391304,0.403941761,0.102539063,0.805664063,male
0.152130599,0.10699187,0.434983393,0.093560976,0.091686996,0.020618557,0.111111111,0.465029762,0.078125,0.864257813,male
0.151531524,0.097631579,0.40768111,0.09497076,0.095422914,0.056497175,0.212765957,0.519064198,0.087890625,0.776367188,male
0.157614967,0.101405405,0.44844967,0.100324324,0.10379948,0.035460993,0.277777778,0.658069957,0.048828125,3.754882813,male
0.151472179,0.099153675,0.419743297,0.100193022,0.102645049,0.035971223,0.256410256,0.562411222,0.092773438,2.1875,male
0.155263815,0.107313808,0.44430149,0.105205021,0.097131713,0.046948357,0.114942529,0.439453125,0.092773438,0.834960938,male
0.15651506,0.099674452,0.452211622,0.092937013,0.107234291,0.084745763,0.27027027,0.68975034,0.004882813,3.96484375,male
0.155523799,0.101879518,0.412755516,0.094008032,0.099888198,0.012121212,0.243902439,0.434337798,0.09765625,0.776367188,male
0.151684444,0.099086758,0.422863428,0.096103501,0.102077223,0.085470085,0.277777778,0.520600818,0.102539063,0.795898438,male
0.153086879,0.103892405,0.422655099,0.091265823,0.10446892,0.0456621,0.277777778,0.471635298,0.09765625,0.810546875,male
0.151356431,0.098080229,0.410618769,0.093667622,0.100183951,0.088495575,0.222222222,0.449855639,0.087890625,0.78125,male
0.151334349,0.101386749,0.417326038,0.106132512,0.111854901,0.07518797,0.25,0.593145461,0.102539063,0.844726563,male
0.147805726,0.095957447,0.466958126,0.094255319,0.089967081,0.021551724,0.158730159,0.322931463,0.09765625,0.80078125,male
0.14793662,0.098903226,0.406525927,0.099129032,0.099679263,0.091743119,0.14084507,0.421781994,0.09765625,0.805664063,male
0.159023393,0.101766689,0.406344317,0.092703978,0.093707274,0.020876827,0.185185185,0.414632161,0.004882813,0.776367188,male
0.155586913,0.105643485,0.429374428,0.102509992,0.100835322,0.040816327,0.227272727,0.373651414,0.102539063,0.83984375,male
0.151272283,0.09809177,0.395373316,0.093605244,0.094115548,0.048076923,0.138888889,0.33372962,0.092773438,0.83984375,male
0.148920935,0.097953795,0.42269681,0.093333333,0.092334765,0.038910506,0.138888889,0.294131324,0.092773438,0.815429688,male
0.168052375,0.096749634,0.427081015,0.101669107,0.107049347,0.027210884,0.25,0.299045139,0.0078125,2.3125,male
0.163779193,0.103362218,0.48477109,0.169844021,0.109519086,0.016376663,0.275862069,0.934375,0.0078125,3.3515625,male
0.178051399,0.108859813,0.476213251,0.097869159,0.102100231,0.026533997,0.253968254,0.568865741,0.1015625,4.140625,male
0.159451663,0.104934579,0.678931118,0.196261682,0.102025736,0.01760176,0.258064516,0.403556034,0.0859375,3.7265625,male
0.167684731,0.109184783,0.497411704,0.178423913,0.092510449,0.021419009,0.231884058,0.904513889,0.0078125,6.5078125,male
0.160450209,0.102505626,0.562566608,0.093683421,0.095361877,0.023529412,0.246153846,0.733928571,0.078125,6.8515625,male
0.167116728,0.104128843,0.421615478,0.093060029,0.094746761,0.015670911,0.23880597,0.611111111,0.0859375,3.9140625,male
0.158040662,0.117344398,0.736561642,0.113858921,0.094828405,0.027210884,0.14159292,0.525568182,0.046875,4.2890625,male
0.163541347,0.107608906,0.566974642,0.175914811,0.094893816,0.017448201,0.228571429,0.583125,0.0078125,5.4609375,male
0.16243893,0.098405797,0.607524027,0.095971014,0.095971357,0.017021277,0.210526316,0.986979167,0.078125,6.8671875,male
0.160560925,0.098303748,0.473015631,0.093057199,0.093142065,0.022988506,0.179775281,0.309375,0.03125,3.328125,male
0.170136012,0.109435115,0.437559996,0.109435115,0.095223056,0.018735363,0.262295082,0.573350694,0.09375,3.6171875,male
0.168854214,0.106504673,0.529282088,0.19364486,0.101996718,0.01843318,0.219178082,0.525390625,0.09375,3.546875,male
0.17546984,0.107894737,0.477382814,0.094473684,0.094562579,0.034707158,0.222222222,0.650752315,0.046875,3.703125,male
0.168884882,0.099528024,0.456649667,0.091268437,0.102131131,0.018867925,0.183908046,0.378676471,0.0078125,3.6171875,male
0.165454626,0.097364568,0.475869687,0.091215227,0.093656577,0.01750547,0.235294118,0.707981419,0.09375,6.5234375,male
0.168504576,0.101524249,0.485338761,0.170931486,0.095611283,0.015841584,0.246153846,1.08984375,0.0859375,6.8125,male
0.165658876,0.101687243,0.525730789,0.185802469,0.088102276,0.026890756,0.219178082,0.543125,0.0703125,4.3203125,male
0.166233549,0.099964476,0.535740285,0.207637655,0.110690836,0.029411765,0.246153846,0.896614583,0.0078125,5.71875,male
0.158367824,0.105976096,0.662515725,0.092031873,0.101888217,0.015748031,0.25,0.454101563,0.0078125,3.6953125,male
0.172390938,0.108516746,0.50592858,0.109633174,0.096194591,0.01814059,0.213333333,0.593039773,0.09375,3.7578125,male
0.166689475,0.104689165,0.497156381,0.183765542,0.093940737,0.02698145,0.155339806,0.604795259,0.09375,6.296875,male
0.163515128,0.096986301,0.555714385,0.090136986,0.104607685,0.017241379,0.266666667,0.450721154,0.0078125,3.890625,male
0.165899508,0.103713478,0.534495503,0.102921772,0.106505263,0.016913319,0.25,0.695870536,0.0078125,3.5390625,male
0.16979763,0.104682779,0.415543909,0.096435045,0.095641652,0.018845701,0.175824176,0.623046875,0.0078125,3.796875,male
0.171958807,0.101818182,0.477425904,0.213368984,0.095896396,0.035874439,0.225352113,0.68984375,0.1015625,3.671875,male
0.153896474,0.108712121,0.678546243,0.208939394,0.106672741,0.022284123,0.275862069,0.729073661,0.0390625,6.7265625,male
0.175527574,0.108580858,0.392120127,0.188283828,0.097599167,0.01880141,0.23880597,0.420166016,0.09375,2.484375,male
0.165048683,0.10553979,0.511419445,0.210906848,0.096536702,0.018604651,0.253968254,0.696402616,0.09375,4.921875,male
0.166046094,0.099226069,0.444205855,0.186666667,0.095105321,0.016376663,0.262295082,0.48125,0.0078125,3.765625,male
0.162336773,0.09628692,0.426868049,0.195133615,0.095852405,0.016753927,0.235294118,0.406032986,0.046875,3.484375,male
0.167254701,0.100016849,0.465095304,0.185644482,0.102844638,0.018348624,0.25,0.657258065,0.0078125,6.6875,male
0.16702127,0.100853081,0.420416232,0.201263823,0.100181121,0.017448201,0.275862069,0.352539063,0.0078125,2.3671875,male
0.166973594,0.099822768,0.380134954,0.193728698,0.099267949,0.023633678,0.266666667,0.521289063,0.09375,3.578125,male
0.168148745,0.103432836,0.46407158,0.194850746,0.102813475,0.018979834,0.231884058,0.539601293,0.09375,3.703125,male
0.171168597,0.107032258,0.441864107,0.217677419,0.090458847,0.01611279,0.246153846,0.921401515,0.09375,6.484375,male
0.165862875,0.099115044,0.472284269,0.19237329,0.09800783,0.017957351,0.225352113,0.841064453,0.1015625,6.5859375,male
0.163001802,0.10255144,0.481642736,0.194156379,0.108705968,0.020176545,0.246153846,0.655625,0.09375,4.90625,male
0.166741898,0.106222222,0.492509367,0.232222222,0.11238066,0.016129032,0.253968254,0.602008929,0.046875,6.8515625,male
0.161420942,0.110943396,0.648565119,0.210943396,0.103951339,0.077294686,0.172043011,0.794270833,0.0546875,3.9453125,male
0.169331509,0.103805914,0.464442649,0.170037908,0.098357648,0.020806242,0.271186441,0.740848214,0.0859375,3.9140625,male
0.169796447,0.108726514,0.574296742,0.215407098,0.10666652,0.016736402,0.253968254,0.443684896,0.09375,3.4765625,male
0.17630932,0.109776675,0.466217216,0.225459057,0.106554322,0.015984016,0.228571429,0.348828125,0.09375,3.53125,male
0.172459445,0.102229402,0.36073726,0.209886914,0.091119875,0.016343207,0.161616162,0.348144531,0.0859375,2.8828125,male
0.170752494,0.097453799,0.406651613,0.102340862,0.108997908,0.01843318,0.186046512,0.591045673,0.09375,3.6796875,male
0.164848568,0.102,0.412915476,0.1796,0.092866224,0.016753927,0.166666667,0.301432292,0.0390625,3.6484375,male
0.168243127,0.097660695,0.379060536,0.193846154,0.104901403,0.038834951,0.275862069,0.6871875,0.109375,5.9609375,male
0.169341633,0.117096774,0.610793611,0.100645161,0.091425928,0.016614746,0.219178082,0.759943182,0.09375,3.96875,male
0.165553011,0.101800142,0.408378543,0.205584692,0.098589335,0.015748031,0.25,0.8671875,0.0078125,7,male
0.165439339,0.095435435,0.46237789,0.184564565,0.103017102,0.04610951,0.23880597,1.125434028,0.0859375,5.4296875,male
0.172235456,0.105032988,0.504262202,0.097115928,0.106113736,0.022346369,0.275862069,0.738839286,0.09375,3.671875,male
0.166580213,0.103983402,0.496538392,0.105726141,0.107543679,0.017718715,0.246153846,0.169471154,0.109375,0.2265625,male
0.159346917,0.099513973,0.576993051,0.186439854,0.097703703,0.017857143,0.266666667,0.888494318,0.015625,3.765625,male
0.168424394,0.106337079,0.446893236,0.184988764,0.099661371,0.01816118,0.266666667,0.478841146,0.1015625,3.9296875,male
0.173225139,0.101535039,0.434303837,0.211167964,0.108406033,0.01992528,0.205128205,0.816915761,0.109375,4.2421875,male
0.164942112,0.098083121,0.515561766,0.100695505,0.098031026,0.016494845,0.242424242,0.433971774,0.046875,3.5078125,male
0.169951091,0.100669261,0.465466912,0.093696498,0.094131144,0.01992528,0.145454545,0.911764706,0.0078125,6.9296875,male
0.165341492,0.099670782,0.468859566,0.094485597,0.091480993,0.016494845,0.19047619,0.2865625,0.0703125,2.640625,male
0.162046927,0.101242938,0.558937635,0.088587571,0.10117864,0.016789087,0.258064516,1.001420455,0.0234375,7,male
0.149864156,0.113365854,0.720948329,0.088780488,0.108321224,0.023529412,0.271186441,0.62109375,0.0078125,3.71875,male
0.16831705,0.1084375,0.558679055,0.205,0.107576617,0.015841584,0.266666667,0.553710938,0.03125,3.6484375,male
0.157992576,0.09645933,0.454409159,0.084401914,0.083562098,0.017467249,0.222222222,0.522949219,0.1015625,2.4921875,male
0.174645539,0.113497326,0.541199061,0.116491979,0.095959687,0.016260163,0.192771084,0.311523438,0.09375,2.46875,male
0.175235662,0.105,0.449500348,0.2140625,0.109784798,0.026845638,0.266666667,0.935461957,0.1015625,6.3125,male
0.173665778,0.10637206,0.487284755,0.194982181,0.105569602,0.01836969,0.275862069,0.625422297,0.0234375,3.671875,male
0.161859039,0.106693174,0.631759224,0.094075547,0.096395688,0.022727273,0.210526316,0.545117188,0.0390625,3.7890625,male
0.161131594,0.095378995,0.465251763,0.095378995,0.093313401,0.018411968,0.266666667,0.509375,0.0859375,3.890625,male
0.167335716,0.104680851,0.405274795,0.104680851,0.093851494,0.030888031,0.195121951,0.589355469,0.1015625,3.8125,male
0.162428948,0.0957022,0.496574207,0.180033841,0.086478554,0.017877095,0.168421053,0.586458333,0.09375,3.71875,male
0.173483471,0.108101266,0.443394411,0.12121519,0.095160811,0.015717092,0.163265306,0.597470238,0.0078125,3.46875,male
0.164389079,0.099364732,0.437833414,0.18584885,0.103429101,0.015952144,0.275862069,1.1046875,0.1015625,3.7421875,male
0.168022339,0.105415318,0.541345137,0.202373247,0.110437693,0.017797553,0.275862069,0.346875,0.0078125,2.2109375,male
0.180360211,0.071578947,0.395065199,0.186526316,0.132277326,0.047012733,0.279069767,0.968568314,0.0234375,4.1484375,male
0.191151288,0.092331288,0.424338908,0.276134969,0.131275634,0.05106383,0.279069767,0.682771382,0.0234375,2.6015625,male
0.176481561,0.082605364,0.453262848,0.195249042,0.136086032,0.047571853,0.277456647,0.701891447,0.0234375,5.90625,male
0.18251693,0.107359551,0.40068788,0.181292135,0.115764907,0.04719764,0.275862069,0.704963235,0.0234375,3.75,male
0.173201795,0.105701079,0.567318207,0.180338983,0.104841779,0.047571853,0.271186441,0.88125,0.0234375,6.6328125,male
0.175608547,0.076193656,0.422329488,0.18230384,0.111493525,0.047105005,0.272727273,1.034254808,0.0234375,7.6171875,male
0.173764677,0.102365591,0.50915886,0.207741935,0.143545214,0.04912999,0.279069767,1.121570122,0.0234375,4.734375,male
0.168762986,0.096344086,0.636394351,0.19311828,0.123731951,0.047384008,0.279069767,0.626674107,0.0234375,2.3671875,male
0.184749215,0.101211009,0.390229679,0.223486239,0.137278265,0.047012733,0.277456647,0.788602941,0.0234375,4.9453125,male
0.180792175,0.083508772,0.376617658,0.204269006,0.121079209,0.047666336,0.279069767,1.3703125,0.0234375,8.2265625,male
0.184388044,0.102215289,0.342121012,0.190452418,0.10940773,0.046920821,0.263736264,0.947620739,0.0234375,7.3828125,male
0.178491211,0.079671053,0.432742048,0.198486842,0.125876414,0.047012733,0.279069767,1.06726372,0.0234375,6.796875,male
0.184012161,0.119845758,0.490398345,0.193624679,0.123233311,0.04743083,0.277456647,0.888822115,0.0234375,3.703125,male
0.190270482,0.1104363,0.435852363,0.182268761,0.12962363,0.046966732,0.272727273,1.016773897,0.0234375,6.84375,male
0.179085045,0.090690265,0.424564358,0.197734513,0.114158065,0.047105005,0.277456647,0.683728448,0.0234375,8.015625,male
0.185876294,0.096940419,0.507903476,0.206956522,0.135327413,0.047666336,0.275862069,0.927014803,0.0234375,6.1875,male
0.181054947,0.067764706,0.430192039,0.205176471,0.121781169,0.046966732,0.277456647,0.490675403,0.0234375,3.609375,male
0.180642798,0.096133333,0.50714244,0.1834,0.123788164,0.047151277,0.275862069,1.318509615,0.0234375,8.015625,male
0.183981014,0.077552335,0.391708169,0.208760064,0.122803909,0.047761194,0.269662921,1.341517857,0.0234375,5.4140625,male
0.192943299,0.086458924,0.444268004,0.230028329,0.11918971,0.047337278,0.279069767,0.73255814,0.0234375,7.2890625,male
0.172044323,0.095494737,0.37755284,0.2016,0.110123905,0.04719764,0.274285714,0.796875,0.0234375,4.6171875,male
0.17371648,0.087296849,0.448022567,0.177379768,0.119002204,0.048096192,0.275862069,1.343394886,0.0234375,8.671875,male
0.173448805,0.113500838,0.47476966,0.090050251,0.127933369,0.047012733,0.279069767,1.111852134,0.0234375,5.1796875,male
0.170723428,0.09920937,0.53521464,0.195959004,0.122621288,0.050686378,0.275862069,1.144230769,0.0234375,7.7578125,male
0.188543013,0.088554217,0.405334287,0.180060241,0.111889581,0.047244094,0.269662921,0.664583333,0.0234375,6.3984375,male
0.170042567,0.10880829,0.599682589,0.194887737,0.121085852,0.047105005,0.279069767,0.959765625,0.0234375,7.5,male
0.180650961,0.110538336,0.553037655,0.194584013,0.125288842,0.047058824,0.279069767,1.565848214,0.0234375,7.03125,male
0.178873357,0.082112933,0.406652913,0.192276867,0.116109922,0.047105005,0.275862069,0.458460366,0.0234375,2.203125,male
0.174273983,0.102421053,0.368085585,0.199315789,0.117071916,0.047856431,0.279069767,0.794704861,0.0234375,5.34375,male
0.177669976,0.114051724,0.511310533,0.181637931,0.113763033,0.048289738,0.271186441,0.673828125,0.0234375,3.4921875,male
0.18236181,0.084112903,0.325940379,0.205483871,0.111750169,0.04729064,0.271186441,1.092857143,0.0234375,7.2890625,male
0.175634123,0.104711697,0.453599536,0.198813839,0.1248582,0.047384008,0.248704663,0.424408784,0.0234375,1.921875,male
0.178535925,0.068173913,0.3963962,0.20013913,0.13361574,0.049331963,0.277456647,1.19765625,0.0234375,7.6171875,male
0.172349346,0.10434188,0.529760727,0.095247863,0.121944564,0.046966732,0.275862069,1.347942073,0.0234375,6.984375,male
0.16482457,0.111633987,0.64271513,0.18788671,0.126560976,0.047477745,0.275862069,0.561767578,0.09375,3.328125,male
0.174892325,0.087774295,0.351681276,0.201442006,0.112162311,0.046920821,0.277456647,1.005632267,0.0234375,7.03125,male
0.168164372,0.102778731,0.666763876,0.193070326,0.131661886,0.050579557,0.279069767,1.038461538,0.0234375,7.0078125,male
0.171409029,0.09952381,0.500631312,0.195238095,0.117953144,0.046920821,0.279069767,0.791015625,0.0234375,4.3359375,male
0.178765123,0.089042146,0.503260793,0.278390805,0.112631538,0.048,0.277456647,0.742417279,0.0234375,7.5,male
0.177693858,0.10855615,0.350958391,0.168449198,0.117193178,0.048533873,0.274285714,0.6403125,0.0234375,4.4765625,male
